block_number,block_hash,builder_pub_key,proposer_pub_key,fee_recipient,gas_tip
15756082,0xf5704dd54345a318f33a08b8f83b0f864473528bf23f6064c2fe54ccdc97b733,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0xb8cfea33369710c833759db9ac1f4a6cf992885464ab0138948874ee66f36c0f4dd65a88ce52fbdb57ad1a1069855261,0xfFEE087852cb4898e6c3532E776e68BC68b1143B,-1
15756004,0x533715bb9c133ada7e2d530fdbcc4ad200f3082f32c2a54d7c148eb66b437544,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0x89bf0666aa3b848508091a991a06c30408891dab19ff9595719dddc781223c1f4a0cd44119eedeea51392dd35f406757,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756035,0x6510d43212deb39e3aa3d43a2f86d6460a4b65eb017ca0f7873e9ea464b5b15c,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0x8d9a64937557696a9e59d4125bc0f7329ebd97ab9170e08c4bb9ed62451f68994b0295f8e693a1059c887480336aade3,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756062,0xc30740d7c04f7a17b62f7aebda733c72325eba00e8491a715061ad281e9a22a7,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0xb1e2d28f1770ed81e9f1eb79fce3dbd775e183176e52580d3254f1b5d20d7a65cb458043cb6d825002d4194fbe4404e6,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756078,0x4a02f57247fedd1282c2fd453850dbec77c62e31d05e6db38a10ff959aa5a011,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0xb131ee8d4e7aceaea10827640c8635a512ff7afdcf236b59812f2e2a1103edfcca45545d4b15b8599420c3704a7dfd68,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756096,0x3650f8855ee122b13116d14fbd22643dd1eaaf42dbdde5a288b3f5bca7807e5c,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0x8cf35fa3a332ff01c19bab8372e07412e4e48327879e5ec70248e4a1f1a7cc293a0709bcf2ddc8088f52bb679cd8d3aa,0xfFEE087852cb4898e6c3532E776e68BC68b1143B,-1
15756098,0x6de1739de6e74cd2eed15593aa86e95941cda776d4a72b79fc6abca25e44744b,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0x944560a2cf88ebb7505415b027fc8484ac375964ee66654dff02cf186e77c784a9f9d9aea988c9978328caed552ac119,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756116,0xaef0e449b9b30c6fd5684afa8192143a39915c94b5577acb5e6a94bc87ea5183,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xa67500be7bce8d595dd58bfb5ef4c02a310ede9f75aa4a2da3b664d4ea4d9f20723efd4d88153e23d191e39308792fd1,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756122,0x3d0f3cfd0722c40ce23eaf51ac06b7187535edf6293a9d595e1dd43dff4685ad,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x864f9202af9a10027b06b3c6845c827acec91e8114afb8d96f03bbd0daa832522473d952db50f76d9df006dc53836f0b,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756129,0xb7c8ad8e7c4e94e203a5f56735dbc6693675f868cec7b8ff1a08b19858f0d94c,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x95d9a1f6370a3e67ab11350f2345dc2d43b8c11b92d69457cc80873cb13abeecc794e80e86f84a9e4b3c673584a51f77,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756130,0xdc91c315a63b09bfb528d50b270432427f670bca3d489012716fa70012ccee25,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x9682b95d7f9e772879a75aafff20317d3bdfac2a3ba44d88e1a68815230771cd64ad63ef9571096ca9f931c8a61d2b08,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756132,0x954d24b55a7e7c96e4d5feda511e15247519d3bcf2ca04fd2034f6799bc714a7,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xb66d529aaa0bbfe2fe8145c4a6f6bdcdd64fb2e188c4899c832bab1708f1b0b37ebe0a839c0343885b7c235dabd0f3fa,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756139,0xa58536665b3cee61729d46048c12a65fa4d0456f5fd1cf9c13f37e36ae5f628c,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x8422215ce44e84598c69049ca484186a10e1892011afef35d6a048ebf6b3709f96d0f2f33fe14d79d7c3521f84f74b6c,0x535B918F3724001FD6Fb52fCC6cBC220592990A3,-1
15756145,0x99cf3a22c77c1ae8e1a132eda0dff09345e725c9409333e78cd4fb21b1db514b,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x88a3205cd6ce860d214b039973b8f3b11f5758ef3102945242012a4339782b2216c73b08ce3b160c0ebfb3402714429e,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756015,0x88dfd6506d4b4765ade4422f9ffe24e71e9fa8fb085184114ce8733d645d702a,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0xb48fb264f9a5421ce4327db3ef0a4b4e1cf82f6dadc3bfea10428555692af76f6c7de98f46f48466e46df5c8162d14a0,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756031,0xe84a96fef091f3a4011a5560daf1b97c856bc27aa8e14f71bf02b857b197c00c,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0x9907ca1105262ea98acc2979c5455849729bd05b4756571696b980c0743b95eab0ae3c7931d9ab5ea5032322c86e1104,0x535B918F3724001FD6Fb52fCC6cBC220592990A3,-1
15756041,0x5ced08fca973c2d0600ae64d79263bc92e4f155457bbca846c3b86b54f407a10,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0x86221136c3f6248dc544021a43d8f4526840f2facf145b18c15177f340a8a92e471eebd09745b6fe4ef10bf4cd0db15f,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756080,0xb3646b2e8bbc6115f7b54937012ad0597b118111fd9991f0e547d888dfb4ed9e,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0xa4748f138511317b6cbc2be78fac4ebc74458d1494f0fa6a86f06c155862f7d79e99afa2a5085e2aaaf7c344c5214b13,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756085,0x75c257e2f31fcadb60db822402c507e9419cbeab3f446ab32cdb9e6a4fa913cd,0x973377ac7a3f365cd7551f6fe0c08d986089451304ef06d20bad594c88724127cbb4442929949ce2277a1cde4c19574a,0xa9cad489547459351c6c157f744a9cdb8f8ac77560fdaf5d2e918f94750e1c89a698281f27d6009154f05ad1bdbc7a5c,0x003a4cc04501E9adecF850313db2d3797DF801a2,-1
15756127,0x91322bec031a1c8d58364956953f20364ac69ba235b81fb382956034ab7f1c58,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xa0dc1042a6b33f7edbd0fcb6c2cb1cf11aa230a352efbc5ef194a0d4735bb902c4b934ff290b31e08089eae160bb55f9,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756136,0x45181e3a3652bbe36f0712d1a04cd5ebd19caffdc6e95e2a70f5c806c645d278,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x8492c20e485225f5f1b314efbc51946ba48772f431ccb45c28806e3869624a48ba476e1976716f5e62e6a9769132a159,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756176,0x1e46794ff330d82a4daa78564d89cc4de9d4cb9f043a9bc6320e070739360b02,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x92ef3e6b17d8f26218fa023d5955a564a3cdcb7a142b51ebd643619b144d6659feca9974a08d4c170423d79c4458a7ed,0x535B918F3724001FD6Fb52fCC6cBC220592990A3,-1
15756202,0x1a0de61ef4289f05728c3f9ec83e90d60746f31f1e4f26c80af51fd9a3ede892,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x80979714a017f583c4149971f28858d517d89b7dd70cad7d156919a07c9aa01840373add8d04cfbfef9b598992b1d752,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756207,0x44abf42b089572f399b1c0f02311d8b59647965ebe7cd6bb7c9a94da0e5a3143,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xacbebefc032e09360818eb8888dd65a943974edc184decf8f90f79b04ab99ec9f58e3f4594f8268734a8cd8c4a80cdd3,0xfFEE087852cb4898e6c3532E776e68BC68b1143B,-1
15756209,0x21fea0f0d4786186b9b5e4788f18a9e269ad3b6962576f9ef4f41f94f2789739,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xa68fd79478212c9859ba6a2a1b0500d7a6cba248e7b08ecf011a61db8c1e13ed56dcd951e178d3c2f111b87ea746539b,0x0E79F1F33ec7c932ed9388938726d225B83A03f5,-1
15756210,0xd567a805274ad69579841aadd2fe50e120bdcd7eb5aefed016a13f08fe43b767,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xaa5b25d5b1282a71d341d7e353ce9bc93c25a90077fd380f10e3a8384bcdfb8ff63f58f07713cde46a49ea199737a2ab,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756219,0xecd39241d6089bb76cc5397b35ae5e70bfbf1e22a237f3c6508c64d3f8739685,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xb4dfbdcf1119339ab0dab51e8ba5907a2b374ffd55f961b5fe4cf359da3e6971e666aa365854bef9d0651f68a5330fff,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756226,0xf8970fa2cf75df739320dd89f9fcf1b2aa8abca8b0cee447ea1acb0eec371f6f,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xaf80557870a374f971285ce3d203cdc3b26644c89c55ea64a7e5783b32ea53af4005bd1f90ac7e5020bf15322aa7ab13,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756233,0xf6bcc678de7210ce00c7587009a625d76b08fb8d2dc724654d9fa8351d1a3cba,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x990e4fd5bc025c854ec9fe1bbbc9ae2198f5b72a7f09291cad04593cf9f8cb6ea19bce33ff0c5ebf74210f58a0b8c24f,0x0c3fa60ddB4018F3A74A256FC31Fe2e882b3a1BD,-1
15756234,0x84ba58b7a1f53008b72b07321ec282b94b1074e8707a6ca99d844c2df2139dc4,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xb351e8a0843eccf06f9c12b96fdcd41777bbf8bfde83eb55ad586a56e3f3eeb118d2b9eed966b5bd777faae34630a2f6,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756237,0xb707858be25bec570073d3935493a54c05a3d6d6dc196de9ef75233620b751ca,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xa787be4395cf800b3086149568e1264aff4e2fbc1940043a92e7c1754363dc0ffa139ca3625794620e503aa9dd262f80,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756162,0x46c56dd013f92f6ab6e28102423b86dff066f3e99cf0ab99c84ac4e7adff906e,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xb55e87785af91242b1fe7f9117b1bf9e2fa74f11ddc0b23a0c916461e997c77190ebaef35c15efc136656676d0bffb98,0xfFEE087852cb4898e6c3532E776e68BC68b1143B,-1
15756165,0x961c44e6c2007ae83008db0bda2aff6a768ddf237fdd9035c32c06021413b536,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x886870ec94287a7b6f998308ec37bfbe14cf65a194af3cc59ebd06377fbc03fcc5aff03583599c86c2feaf3f7c24eb76,0xfFEE087852cb4898e6c3532E776e68BC68b1143B,-1
15756260,0x59a2084bbce3f5095fcce1fab64aa5ca94e1525bf402f9d97d8d3a8af14a925d,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x86e0c831a7cd301c6d21d0807e103b087e122db028b6d53558e671c2af25ce4e44403e0fa0c014c10387edfedeb84129,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756265,0x57f27318daf89df13f304854de59a6952c8c83e96deb88132583560c11e11487,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xb212a21a402069d95631000020343a6606014e35f25d794976fd983307d4861ba44230a43ebb93e5a8fb4f3693127fc0,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756269,0x52aa8faab2935d072663247c8f88cb746b8ff9c8ecace2e6b714a1e5d153d3d2,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xa0719346bc4bb4edab8c901fc0b72fc9dd1ee3450d1c052ba9be99ed5bca99d05781d201a779f84e2062cadf378f555c,0xa2d4535b7e453573428943ADB160Bd69285Ad681,-1
15756274,0xe91e803a4a6907f5c930cbb1bb67e1dcb178e8489a575bf51dcfb9bf834dc9c6,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x80146205103c4bdac369323682bf4bf17c1051ebf549487c15461776f9b7fc9a3539a8ad4a9848d37ae4041da403d8e7,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756335,0x7dafc34eeaeebd2efb2e387b79c751d881a809af27297a2a14613d3b68394b3c,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xa348f56804e2f0266003e7c96c094c71d7eb8fc931e5284e8ff71b2e23f3adea816f9ed0ccbedfa53f0813e8776c3aa9,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756341,0xa002bb0b6e1982d19182629e9bb3c78c8c4a12cfca57de11fd4a9fba32eada58,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xb79b4415354410fb9bcab43e5d408ebc4dcc142eb9dfd55b98ecc5989a5e5b45a9de0e94a3d28dadb0aa5f875024d383,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756345,0x2440284f2339c1b6002b694a488427163c4907246b9b97a3543a6e33b717757e,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xa46697b94459d7a848936ea82632181d17f197c9268ed80f41c6d5ffeecdaa35157bebe2a531098c23998a1aad9604c6,0x06a8a27b025f4A6A9cf7f3c777D4aD7E9466B2e7,-1
15756346,0x29b6b5ea6f29b1d945dc42133cb29bae16693cc0bd9997450dd329fb102efdbe,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0xb3e2cb2294652b80d746588392e3623bfbf68f1ea996929060f40b412d5fff2a6ec5d5b59e920cf95584c98447ba11e3,0xdd433c1956B10B019BD42de8ff8ce8C06B35F69E,-1
15756357,0x879b7eb2e05ab612db6e763182092be17cdd1f9d5d15652e44f40293b758ed84,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x8b205f7e3328fff2b895c800c927ad4e9491becb08328b5dd8116d86967fc198939bab316b3356af0e6ba3728ce06fcb,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
15756193,0x5e20d7b3f22a6b470e4e6f631c905f0daa8438b14b1e14ae2f4c774f6665dfc1,0x8cc02635b68fe0e5eb6b236c92f117e764b347a09f4bda8198d74e120ac4865865f62c28b27cf9a30e213aa346263a1f,0x92c8c2f101862e07c38b385cf2e1ce59dc412044c55dc04072f675d5657f2e44f3ae26978ff2301b83200b73a5fcf88c,0x388C818CA8B9251b393131C08a736A67ccB19297,-1
